	EXRN00	EXRN01	EXRN02	EXRN03	EXRN04	EXRSTD	PCL01	PCL02	PCL03	PCL04	PCL05	PCL06	PCL07	PCL08	PCL09	PCL10	PCL11	PCL12	PCL13	PCL14	PCL15	PCL16	PCL17	PCL18	PCL19	PCL20	PCL21	PCL22	PCRN01	PCRN02	PCRN03	PCRN04	PCRNSK1	PCRNSK2	PCRSTD01	PCRSTD02	PCRSTDSK	PCZ01	PCZ02	PCZ03	PCZ04	PCZ05	PCZ06	PCZ07	PCZ08	PCZ09	PCZ10	PCZ11	PCZ12	PCZ13	PCZ14	PCZ15	PCZ16	PCZ17	PCZ18	PCZ19	PCZ20	PCZ21	PCZ22	PCZ23	PCZ24	PCZ25	PCZ26	PCZ27	PCZ28	PCZ29	PCZ30	PLS01	PLS02	PLS03	PLS04	PLS05	PLS06	PLS07	PLS08	PLS09	PLS10	PLS11	PLS12	PLS13	PLS14	PLS15	PLS16	PLS17	PLS18	PLS19	PLS20	PWW01	PWW02	PWW03	PWW04	PWW05	PWW06	PWW07	PWW08	PWW09	PWW10	PWW11	PWZ01	PWZ02	PWZ03	PWZ04	PWZ05	PWZ06	PWZ07	PWZ08	PWZ09	PWZ10	UNCG288	UNCG289	UNCG290	UNCG293	UNCG294	UNCG295	UNCG318	UNCGN
ASV_47	0	4	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	64	2784	0	0	0	0	4	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	3	0	0	0	0	1104	2454	0	351	0	939	1495	3378	0	739	0	1219	0	19	0	1117	3357	82	3078	7088	9	0	0	0	0	0	940	170	0
ASV_48	0	4	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	7	86	0	102	432	412	81	2	1200	0	713	10	0	0	0	0	0	5	0	0	766	0	0	2010	0	71	0	2	455	0	1	6	357	68	0	224	251	220	28	25	0	0	79	0	4	0	2023	6	2	0	101	1592	9	453	2155	2554	101	35	502	1858	2425	981	1267	3377	10	696	0	637	0	0	700	5	0	18	0	13	0	0	2	0	0	0	4	0	165	0	0	0	0	0	7	0	38	0	909	0	1	0	0
ASV_49	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	4376	12	0	0	94	4	6	0	15	0	983	4	341	5115	7	2	397	0	0	0	2	220	0	2280	21	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	7	0	0	0	0	3	0	1019	0	13153	0	0	0	5	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	19	605	1273	214	0	0	0
ASV_50	0	0	0	0	4	0	0	13	9	0	17	115	6	425	68	23	0	0	13	65	80	9	82	293	54	75	861	19	6	0	0	0	0	0	11	0	0	1685	9	0	727	0	53	1	44	3	174	14	756	122	192	0	54	540	89	0	13	0	0	185	23	685	0	13	8	120	0	0	0	47	0	165	37	0	13	347	4	65	0	68	99	89	193	566	134	95	607	22	5087	5184	215	1884	26	0	4662	15	823	1500	16	72	2	14	56	32	4	52	4	19	59	0	0	0	5	0	1	0
ASV_51	0	6	5	0	9	0	1626	2875	476	74	236	413	103	849	580	343	319	74	548	433	364	390	3068	260	629	80	217	452	0	1	0	0	0	0	0	0	0	1577	386	0	25	22	66	3	7	16	7	99	273	11	50	135	5	13	47	0	32	87	0	0	4	77	0	17	95	13	0	61	1	2	52	1	0	0	1	0	2	1	0	833	1362	308	3215	953	1450	376	3499	0	0	0	2	6	0	0	4	0	0	0	3	0	9	3	0	0	0	0	2	32	0	0	0	0	0	0	0	0
ASV_52	0	2	0	0	0	0	5284	104	1225	2557	0	2	3056	0	3	0	475	0	0	0	0	0	4	0	0	0	9390	0	0	0	0	0	0	0	0	8	0	0	0	8	20	2672	0	0	748	0	3	1709	0	1	0	7	1531	53	2	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	3	0	0	2	0	1	0	0	1	0	0	0	0	0	6	0	0	6	0	0	0	0	5	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_53	0	0	0	0	0	0	394	373	717	560	282	448	665	619	571	441	251	287	94	166	217	157	74	190	241	400	648	0	0	0	0	0	0	0	0	2	0	676	219	636	323	636	770	374	70	985	677	1234	745	375	913	349	596	828	301	6	775	386	611	770	1050	1365	428	463	522	271	0	223	140	255	57	173	192	40	98	152	99	207	30	185	254	120	331	418	149	350	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	16	0	0	0	0	0	0	0	0
ASV_54	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1408	0	2	14	0	96	9	12	1344	160	353	218	0	0	362	1	9	214	9	102	1	44	620	583	59	7	1698	178	470	0	0	560	1390	0	0	0	1	2900	1113	260	694	635	909	1	0	355	487	3	9	4	0	3	949	664	0	33	161	2	0	0	347	1	319	5808	0	0	32	0	6	520	17	284	159	105	1497	1
ASV_55	0	0	0	0	4	0	0	17	29	420	189	0	486	186	0	0	1	0	0	0	0	1	0	0	37	0	0	14	0	14	0	0	0	0	0	0	0	0	0	6	51	60	572	0	38	76	877	423	124	9	38	0	0	89	442	0	1561	1186	677	840	325	996	275	11	219	18	0	1627	2303	405	626	2654	901	117	206	94	392	327	510	48	213	123	787	541	466	2653	1894	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_56	0	1	0	6	0	0	278	4	582	24	18	67	85	39	57	7	129	61	1042	509	13	119	591	19	38	1064	292	33	2	0	0	0	0	0	0	0	0	316	340	498	113	2	38	2	95	0	0	530	171	35	9	17	40	115	12	8	13	23	2	36	973	598	0	5	1	158	33	60	0	541	125	7	290	175	655	133	995	46	1161	8	104	685	2	98	235	4	50	1714	436	2906	934	1202	221	560	1127	6	124	185	56	20	1	425	8	5	5	11	107	0	10	72	60	115	1315	41	9	0
ASV_57	0	0	0	0	5	0	412	344	279	181	232	84	146	66	261	229	92	428	77	68	125	159	170	150	161	291	715	364	1	0	0	0	0	0	0	0	0	146	86	43	244	95	149	142	33	264	40	113	218	94	197	144	337	202	123	0	92	31	30	123	50	198	27	67	78	23	0	347	289	67	153	309	306	491	353	432	461	678	283	955	415	219	410	266	263	471	501	176	121	319	145	120	281	428	350	243	501	48	209	514	492	444	389	827	680	192	1278	0	87	30	4	79	1208	104	120	0
ASV_58	0	0	0	1	0	0	0	2393	4	0	46	919	3	0	293	1110	127	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	43	2055	8	103	139	63	535	1084	1035	40	1	510	320	1074	1	59	222	1073	20	2098	679	687	569	87	17	3	36	92	148	335	161	213	61	372	113	869	83	32	397	601	271	322	339	1543	494	1295	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV_59	0	2	0	2	0	0	175	1299	436	444	338	98	772	305	480	849	1	0	0	0	291	0	0	16	18	0	10	5	0	0	0	0	0	0	0	0	0	309	444	1349	91	202	346	724	69	201	564	420	618	72	660	342	493	290	308	6	1090	212	408	1085	832	1037	203	424	733	178	52	573	244	131	208	284	82	165	308	93	308	254	149	17	34	0	12	0	10	25	853	6	1075	0	0	661	0	0	3	0	296	0	3	0	0	2	0	0	0	0	4	9	0	0	0	0	0	0	0	0
ASV_60	0	0	0	0	0	12152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2239	9361	1120	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_61	0	0	0	0	0	0	7	138	30	45	48	1	11	5	30	14	5	60	91	33	16	30	30	14	44	76	50	19	3	0	0	0	0	0	0	0	0	37	9	170	52	7	9	13	0	22	9	58	37	31	37	73	29	33	52	5	40	18	0	15	46	82	30	113	9	3	1	16	75	4	3	20	30	31	95	47	39	55	29	18	82	33	108	30	17	14	18	1042	1217	1148	698	1037	1406	1168	1406	1077	379	700	523	1513	100	1011	3058	281	70	42	483	10	267	439	808	283	665	440	280	0
ASV_62	0	0	1	0	0	10	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	14	138	0	23310	21	0	0	0	0	0	168	0	0	0	0	0	0	0	0
ASV_63	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35	3884	345	202	305	90	65	396	33	390	1326	89	968	0	394	630	224	0	592	608	1381	0	236	457	827	729	154	172	1069	276	136	887	264	365	214	68	297	132	563	270	214	2	329	214	391	206	265	403	31	0	0	0	0	0	0	0	19	0	2	0	0	5	0	283	282	87	0	1511	2	0	0	0	0	0	0	3	0	0
ASV_64	0	0	0	0	0	0	31	74	102	32	48	24	43	50	31	71	47	36	58	83	43	30	95	36	39	407	65	33	0	2	0	4	0	0	0	2	0	259	216	23	120	11	34	25	37	64	67	241	96	12	97	190	26	34	114	6	29	18	13	36	171	225	36	143	51	17	0	65	172	46	36	130	182	104	139	159	114	104	86	66	117	98	220	89	16	44	55	709	1132	1178	2395	698	1052	1026	559	1529	842	801	392	275	55	540	1076	168	17	36	93	12	222	565	477	254	287	278	318	0
ASV_65	0	0	0	0	4	0	89	318	97	65	93	157	121	126	242	48	90	43	71	54	56	47	97	30	99	194	197	141	0	0	0	3	0	0	0	0	0	137	131	486	328	210	133	101	49	312	349	225	231	182	354	86	281	323	75	2	304	177	258	403	119	547	226	368	79	131	242	410	349	266	126	447	207	101	284	389	302	246	153	370	139	83	220	165	212	220	465	118	435	246	12	111	353	710	205	5	74	1149	341	840	52	72	118	341	848	117	1009	7	64	0	4	25	28	2	100	0
ASV_66	0	0	0	0	0	0	803	186	85	100	205	54	517	206	980	63	43	74	550	123	1110	103	593	84	180	1026	1472	148	0	0	0	0	0	0	0	0	0	18	8	32	178	25	52	49	6	166	110	26	102	108	219	14	84	98	164	0	100	71	33	137	78	362	80	107	67	32	10	48	70	102	46	60	134	35	44	111	39	116	94	127	95	46	103	36	102	574	1418	0	0	0	0	0	0	44	0	0	0	0	15	20	264	471	430	99	576	3538	1144	0	26	0	1	94	12	1	191	0
ASV_67	0	0	0	0	2	0	384	317	199	263	316	120	123	285	315	299	61	188	188	50	162	62	163	144	221	202	477	272	0	0	0	0	0	0	0	0	0	370	183	336	442	185	191	177	71	320	411	318	214	209	239	292	549	309	207	4	346	260	213	56	193	517	292	338	241	67	297	393	341	320	269	383	445	215	318	327	178	393	218	516	374	215	264	344	260	475	371	286	63	169	154	191	191	115	176	12	224	150	0	0	0	0	0	0	0	0	0	15	12	90	354	54	0	0	27	1
ASV_68	0	0	0	0	0	0	457	309	235	385	85	364	278	227	711	532	165	40	102	36	95	51	103	110	277	63	404	38	0	0	0	0	0	0	0	0	0	219	55	280	845	101	224	442	73	405	396	310	328	261	373	156	365	816	448	3	364	172	148	112	346	177	172	424	821	139	119	356	325	225	136	238	268	227	129	282	245	161	115	169	243	178	293	225	187	394	128	819	0	231	43	122	285	111	223	81	208	148	19	23	0	22	0	78	23	153	0	0	0	0	0	0	0	0	0	0
ASV_69	0	0	2	0	0	0	153	78	94	45	116	37	38	35	75	37	48	38	76	57	41	19	124	18	64	166	66	28	0	0	0	0	0	0	0	0	0	393	139	177	382	27	59	31	62	153	31	270	160	184	208	111	63	128	194	8	51	83	24	9	178	392	43	279	35	32	0	121	208	116	121	205	283	121	326	187	337	260	210	100	135	107	250	123	83	113	355	672	810	489	1007	1633	864	253	513	749	1312	1181	126	29	3	222	898	56	0	13	41	42	78	112	200	58	368	227	135	0
ASV_70	0	0	0	0	3	0	116	117	156	61	67	70	56	40	52	62	53	49	199	73	33	13	244	29	29	225	128	35	0	0	0	0	0	0	0	0	0	303	210	100	279	16	72	35	140	158	65	507	351	149	87	112	37	265	167	3	61	91	59	51	140	674	141	379	240	27	0	55	190	172	164	213	332	228	696	400	410	327	465	122	199	150	277	379	14	151	283	316	704	741	1122	955	575	321	560	598	215	697	9	1	0	67	4	0	0	0	0	8	274	337	290	126	728	151	102	0
ASV_71	0	0	7	0	0	0	1	0	1	0	212	4515	3432	3	1	0	0	1	140	0	0	1980	0	7	6	0	1	3	0	0	0	0	0	0	0	0	0	7	0	2	255	1762	602	808	53	307	531	287	42	155	597	5	308	82	318	0	1831	41	2	3	953	884	170	133	0	378	3	5	0	0	0	0	0	2	0	4	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0
ASV_72	0	0	0	0	0	0	638	734	192	262	486	137	194	0	188	0	0	0	0	0	0	0	0	0	4	0	1	0	4	0	0	0	0	0	0	0	0	891	276	4493	776	257	88	136	157	214	432	271	1029	76	1019	17	143	228	261	0	485	299	0	742	102	7	244	575	1313	20	1405	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	130	158	233	312	104	0	29	2	328	6	1	0	0	0	0	2	0	0	0	9	251	0	9	80	145	0	0	0
ASV_73	0	0	0	2	0	0	272	59	100	13	3	190	3	47	83	668	7	109	11	113	72	139	0	73	538	30	677	0	0	0	0	0	0	0	0	0	0	219	144	0	22	57	527	6	52	117	10	20	749	418	22	330	94	562	329	0	194	104	0	3	444	2597	0	2200	117	21	0	185	169	62	1258	62	122	13	43	62	19	64	17	117	236	1361	390	225	266	101	115	28	44	0	0	5	1689	242	555	142	10	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	9	0
ASV_74	0	0	0	0	3	2	78	135	148	61	14	100	45	35	223	89	91	10	15	82	22	32	144	2	107	142	41	27	0	0	0	0	0	0	0	0	0	345	264	34	340	53	174	286	91	258	45	450	229	255	462	197	78	233	396	9	90	59	0	211	400	709	205	455	69	180	0	66	181	28	139	142	131	103	157	530	148	321	115	0	121	39	131	75	56	298	68	2311	430	451	499	2112	0	0	40	1818	8	334	0	4	2	3	0	244	0	0	119	0	44	36	0	13	35	0	13	0
ASV_75	0	0	0	0	0	0	1439	0	523	1023	2390	312	5	253	626	1194	0	0	291	22	0	0	0	385	0	0	205	23	0	3	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	737	1912	0	0	2475	0	0	11	0	187	0	5	44	148	0	13	16	0	2365	2956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_76	0	0	0	0	4	0	0	10	4	27	2	10	35	0	0	1	0	0	0	4	0	3	41	14	10	0	0	0	0	0	0	0	0	0	0	0	0	1053	614	187	1011	214	294	458	226	418	431	1926	152	493	491	51	672	133	77	3	258	655	1615	214	166	1723	505	730	276	729	0	137	62	666	175	125	275	171	405	114	112	242	108	17	50	24	155	77	169	18	19	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
ASV_77	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	242	1772	0	0	0	16	0	177	1712	4	294	216	1909	1715	2	0	13	1039	3	36	850	1	20	202	7205	0	0	655	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	244	1	0	0	433	103	4	66	0	0	8	30	0	0	5	0	4	0	0	5	0	0	0	0	0	2	0	0
ASV_78	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	1285	0	112	0	0	4159	1	0	1214	3210	1291	1	3253	9	3986	0	4	5	0	0	0	0	0	0	0	0
ASV_79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	34	5	0	0	0	26	29	18095	116	0	5	0	0	0	212	5	0	26	4	0	3	0	0
ASV_80	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	179	12	0	14	52	17	1	58	56	131	375	34	2	0	2335	0	249	179	0	47	145	220	3082	157	261	413	247	217	19	9826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3463	383	0	0	0	330	0	0	0	129	0	0	0	330	0	117	1371	787	0	0	0	0	17	0	0	0	3266	0	68	0	400	1891	0	1288	513	1824	0	0	0	0	0	0	0	0	0	0	0	0	227	1829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	9	0	0	0	0	0	0	0
ASV_82	0	0	0	0	2	0	0	7	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	21	293	0	76	17	0	0	0	1	4	0	4	1047	73	2	2	34	2	2	2	6	283	0	124	3974	0	668	0	0	0	2315	0	0	1728	6	0	0	0	0	0	0	0	186	1171	813	8	123	25	1933	2696	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	543	0	3	3	0	0	0	0	0	0	0	0	0	0
ASV_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1093	0	0	0	693	980	2853	0	0	281	0	0	810	0	44	892	6235	709	8	64	1518	1	1865	16	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_84	0	0	0	0	0	0	148	682	388	174	161	143	679	269	113	810	328	0	0	0	0	0	1	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	30	77	143	43	350	287	21	358	597	398	125	74	387	3	335	299	191	0	1191	248	1407	0	319	232	612	298	315	52	0	172	465	494	120	540	433	160	133	273	441	590	194	125	76	171	409	547	282	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_85	0	0	0	3	4	0	143	28	0	0	0	46	6	270	607	0	89	354	50	9	139	44	142	107	695	308	366	0	0	0	0	0	0	0	0	0	0	0	22	0	196	29	12	11	0	84	51	74	35	230	142	0	7	78	153	3	11	145	1	0	86	231	14	123	3	64	0	1379	855	15	62	1157	71	7	9	10	8	15	51	1606	780	444	6	0	32	1575	65	456	234	729	1191	480	658	207	81	105	55	44	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_86	0	0	0	0	0	0	347	416	190	430	28	60	350	557	237	325	57	239	0	18	82	253	33	19	325	195	20	0	0	0	0	0	0	0	0	0	0	669	137	6	248	222	253	451	122	211	194	113	150	141	485	424	626	282	186	0	258	153	252	480	112	97	137	273	23	200	554	339	40	75	121	36	13	111	337	148	120	309	107	174	36	23	188	37	68	1018	34	549	103	228	98	194	9	5	22	295	37	672	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0
ASV_87	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	661	1127	1	533	48	1025	8	150	405	431	315	329	347	368	65	386	1438	177	2	498	171	360	303	654	1529	70	339	6	122	0	33	10	518	8	158	672	81	1045	525	334	236	367	167	134	82	211	416	184	24	183	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	18	0	0	0	0	0	0	0	0
ASV_88	0	0	0	0	0	0	368	156	104	68	55	111	72	301	138	110	48	216	131	85	169	278	115	52	283	421	360	376	1	0	0	0	0	0	0	0	0	405	26	122	376	310	65	958	31	596	275	383	406	261	563	765	1043	91	268	0	511	381	575	1405	292	489	253	82	361	35	730	0	0	7	0	0	0	14	23	37	26	87	0	0	0	4	49	52	9	6	16	0	25	0	0	96	0	0	597	0	0	0	0	0	2	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0
ASV_89	0	0	1	0	4	0	67	2	784	63	0	0	141	167	0	326	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1027	266	0	303	13	39	113	143	19	10	900	785	211	78	19	60	145	273	5	22	47	64	278	162	359	12	372	41	212	0	478	349	291	397	543	382	249	1130	304	1103	795	720	71	346	310	414	273	219	20	1133	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV_90	0	0	0	0	0	0	99	3	10	0	0	385	1	64	85	1212	31	48	30	6	12	10	7	3	140	83	2	0	0	0	0	0	0	0	0	0	0	3044	37	58	440	260	254	474	36	560	332	167	654	679	651	622	607	226	452	4	389	263	147	10	310	521	188	92	140	22	10	141	5	183	25	193	46	230	88	352	120	91	353	21	36	71	149	105	76	216	432	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0	0	0	0	0	108	0	0	0	0	0	0	0	0
ASV_91	0	0	0	0	0	0	566	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	50	0	0	88	7	44	360	7	208	9	53	180	241	518	83	163	30	77	0	55	21	9	37	21	252	55	99	185	13	0	0	0	0	0	0	0	0	0	0	0	0	0	234	290	0	9	0	9	0	0	189	686	0	0	813	0	1067	2	0	9	0	26	492	0	30	655	887	4843	2831	113	3	0	4	0	0	18	80	91	0
ASV_92	0	0	3	0	0	0	1105	168	10	65	150	0	115	87	85	6	31	0	84	0	90	25	16	41	8	174	316	216	0	0	0	0	0	0	0	0	0	15	0	0	387	214	295	184	17	261	331	101	33	41	341	6	167	75	221	6	425	113	122	0	43	162	174	349	149	44	103	445	99	128	189	202	303	28	62	25	15	12	7	203	33	56	59	100	302	312	183	197	703	110	305	199	866	455	0	886	210	665	40	239	76	0	154	507	53	0	0	0	15	612	0	12	0	0	371	0
ASV_93	0	0	0	0	0	0	157	213	165	370	179	38	166	109	58	359	156	82	277	84	260	49	389	436	7	0	0	0	0	0	0	0	0	0	0	0	0	174	298	1528	76	74	310	358	36	158	271	97	514	60	90	892	114	151	410	0	202	359	512	420	199	761	340	63	983	87	0	201	192	101	40	140	97	158	484	226	252	368	213	38	40	195	60	26	285	50	22	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0
ASV_94	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	94	187	1581	41	308	129	682	441	381	443	492	801	1728	236	379	3751	1362	1482	41	1388	4	132	0	21	3	0	0	0	0
ASV_95	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	1	0	2	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	288	357	315	2966	150	81	82	1422	1398	1309	708	0	0	612	888	1074	1512	112	2635	0	0	0	0	0	3	0	0	0
ASV_96	0	0	0	0	0	0	39	70	42	73	156	45	124	68	71	57	17	0	0	0	0	0	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	770	117	161	298	42	390	90	181	447	916	184	1315	384	566	309	986	104	230	2	985	444	460	54	242	1982	313	233	887	51	0	20	38	43	5	62	53	12	79	30	19	8	1	88	104	64	424	84	87	181	200	0	131	3	0	0	86	0	0	104	0	0	0	0	0	0	0	0	0	0	5	29	0	4	0	4	0	0	0	0
ASV_97	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3218	1083	695	2376	4588	3472	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV_98	0	0	0	0	0	0	597	432	157	384	140	184	376	200	328	44	19	0	18	73	8	0	85	356	439	204	629	0	0	0	0	0	0	0	0	0	0	152	158	0	0	164	307	2	39	13	71	37	50	32	200	17	95	58	702	0	303	176	444	132	251	335	4	114	229	6	0	178	240	566	190	332	299	222	248	506	341	189	534	154	117	23	390	339	77	372	792	0	0	0	0	3	33	117	12	0	44	0	90	0	1	7	64	0	34	78	215	5	23	0	10	0	0	16	45	0
ASV_99	0	0	0	0	3	0	2	0	444	10	266	88	268	3	366	0	742	0	0	8	0	0	0	0	0	1433	846	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	227	0	0	0	57	630	0	0	65	0	0	0	283	4	142	345	0	0	604	3	487	0	25	454	25	6	1246	136	177	877	757	205	963	1189	490	0	590	1163	11	0	0	0	9	0	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_100	0	0	0	0	0	0	322	396	178	286	0	38	285	474	195	232	58	197	0	8	77	195	21	0	300	163	14	0	0	0	0	0	0	0	0	0	0	632	151	0	225	224	282	392	130	160	217	84	107	133	413	344	570	235	254	0	255	164	231	434	120	79	156	232	14	199	440	327	22	72	134	52	16	100	309	144	132	338	117	125	40	0	123	44	45	883	41	538	93	206	104	136	7	0	21	318	34	512	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
ASV_101	0	0	0	0	0	0	38	11	145	0	614	24	0	0	247	0	0	0	135	70	27	28	45	101	123	109	1591	538	0	0	0	0	0	0	0	0	0	0	43	7	0	0	0	5	0	66	10	0	0	0	4	4	7	0	50	0	0	97	0	0	0	196	0	0	454	10	240	458	476	80	48	253	380	66	93	526	69	211	95	251	160	158	116	253	207	22	1304	239	106	13	63	90	11	422	502	8	8	81	40	14	341	57	251	1391	36	642	706	17	0	0	0	0	0	0	0	0
